cellid,layer,cell_type,cell_subtype
6485311589,L6,neuron,bipolar
6497547222,L6,neuron,bipolar
6497810620,L6,neuron,bipolar
6498321414,L6,neuron,bipolar
6499490334,L6,neuron,bipolar
6513199759,L6,neuron,bipolar
6513770047,L6,neuron,bipolar
6526033781,L6,neuron,bipolar
6527669458,L6,neuron,bipolar
6554695529,L6,neuron,bipolar
6570625230,L6,neuron,bipolar
6571050167,L6,neuron,bipolar
6572085404,L6,neuron,bipolar
6585240821,L6,neuron,bipolar
6600587785,L6,neuron,bipolar
6614928166,L6,neuron,bipolar
6643323850,L6,neuron,bipolar
6670322392,L6,neuron,bipolar
6700763986,L6,neuron,bipolar
6701685215,L6,neuron,bipolar
6729981313,L6,neuron,bipolar
6731470222,L6,neuron,bipolar
6745384646,L6,neuron,bipolar
6774941443,L6,neuron,bipolar
6791203001,L6,neuron,bipolar
6833983490,L6,neuron,bipolar
6847299586,L6,neuron,bipolar
6862703987,L6,neuron,bipolar
6904345674,L6,neuron,bipolar
6934131750,L6,neuron,bipolar
6963437078,L6,neuron,bipolar
6981906973,L6,neuron,bipolar
6993134927,L6,neuron,bipolar
7006435893,L6,neuron,bipolar
7008861411,L6,neuron,bipolar
7037506859,L6,neuron,bipolar
7037711560,L6,neuron,bipolar
7078610419,L6,neuron,bipolar
7079616124,L6,neuron,bipolar
7151964489,L6,neuron,bipolar
7155002508,L6,neuron,bipolar
7197958715,L6,neuron,bipolar
7269940187,L6,neuron,bipolar
7285402573,L6,neuron,bipolar
7342580098,L6,neuron,bipolar
7357970055,L6,neuron,bipolar
7589076466,L6,neuron,bipolar
13715888920,L6,neuron,bipolar
15566039754,L6,neuron,bipolar
15654740825,L6,neuron,bipolar
23834819449,L6,neuron,bipolar
25090184518,L6,neuron,bipolar
30719398094,L6,neuron,bipolar
30777566494,L6,neuron,bipolar
30922643592,L6,neuron,bipolar
30924291631,L6,neuron,bipolar
31068084020,L6,neuron,bipolar
31097766223,L6,neuron,bipolar
31112105645,L6,neuron,bipolar
31140649483,L6,neuron,bipolar
31184292736,L6,neuron,bipolar
31228154761,L6,neuron,bipolar
31242477321,L6,neuron,bipolar
31242624451,L6,neuron,bipolar
31243820332,L6,neuron,bipolar
31272847569,L6,neuron,bipolar
31286498015,L6,neuron,bipolar
31286704155,L6,neuron,bipolar
31315731476,L6,neuron,bipolar
31373727125,L6,neuron,bipolar
31389348839,L6,neuron,bipolar
31402461068,L6,neuron,bipolar
31402987106,L6,neuron,bipolar
31432028906,L6,neuron,bipolar
31460748433,L6,neuron,bipolar
31461725447,L6,neuron,bipolar
31576972142,L6,neuron,bipolar
31650284631,L6,neuron,bipolar
31663935446,L6,neuron,bipolar
31708920904,L6,neuron,bipolar
31709913610,L6,neuron,bipolar
31737466934,L6,neuron,bipolar
31738632217,L6,neuron,bipolar
31739566697,L6,neuron,bipolar
31767266551,L6,neuron,bipolar
31780699393,L6,neuron,bipolar
31795972550,L6,neuron,bipolar
31839716486,L6,neuron,bipolar
31870203142,L6,neuron,bipolar
31884308082,L6,neuron,bipolar
31896997112,L6,neuron,bipolar
32045210882,L6,neuron,bipolar
32072908513,L6,neuron,bipolar
32086882558,L6,neuron,bipolar
32436474574,L6,neuron,bipolar
32656218839,L6,neuron,bipolar
32991909035,L6,neuron,bipolar
33036165057,L6,neuron,bipolar
33196294881,L6,neuron,bipolar
33252947296,L6,neuron,bipolar
33268365085,L6,neuron,bipolar
33417500026,L6,neuron,bipolar
33430669520,L6,neuron,bipolar
33458952421,L6,neuron,bipolar
33472530473,L6,neuron,bipolar
33474238830,L6,neuron,bipolar
33487293107,L6,neuron,bipolar
33489234506,L6,neuron,bipolar
33517254263,L6,neuron,bipolar
33619943001,L6,neuron,bipolar
33660869921,L6,neuron,bipolar
33662782601,L6,neuron,bipolar
33693487944,L6,neuron,bipolar
33705943151,L6,neuron,bipolar
33706468670,L6,neuron,bipolar
33706585427,L6,neuron,bipolar
33720996620,L6,neuron,bipolar
33734064742,L6,neuron,bipolar
33734721840,L6,neuron,bipolar
33735801875,L6,neuron,bipolar
33750607900,L6,neuron,bipolar
33807419989,L6,neuron,bipolar
33880497330,L6,neuron,bipolar
33896018983,L6,neuron,bipolar
33909583097,L6,neuron,bipolar
