cellid,layer,cell_type,cell_subtype
33925571358,L6,neuron,bipolar
33939953515,L6,neuron,bipolar
33967797098,L6,neuron,bipolar
34026974968,L6,neuron,bipolar
34041123569,L6,neuron,bipolar
34056264908,L6,neuron,bipolar
34099761320,L6,neuron,bipolar
34187104880,L6,neuron,bipolar
34259290201,L6,neuron,bipolar
34259510821,L6,neuron,bipolar
34259627862,L6,neuron,bipolar
34288567034,L6,neuron,bipolar
39205833204,L6,neuron,bipolar
39278268244,L6,neuron,bipolar
39540618731,L6,neuron,bipolar
39642140346,L6,neuron,bipolar
39787112893,L6,neuron,bipolar
39787288574,L6,neuron,bipolar
39845561424,L6,neuron,bipolar
39889012592,L6,neuron,bipolar
39903658903,L6,neuron,bipolar
39961873007,L6,neuron,bipolar
39990943478,L6,neuron,bipolar
40077878133,L6,neuron,bipolar
40107153015,L6,neuron,bipolar
40121593287,L6,neuron,bipolar
40179559513,L6,neuron,bipolar
41113409817,L6,neuron,bipolar
42250973644,L6,neuron,bipolar
42571537400,L6,neuron,bipolar
42776449026,L6,neuron,bipolar
42817098050,L6,neuron,bipolar
42818748356,L6,neuron,bipolar
43109745456,L6,neuron,bipolar
43167390310,L6,neuron,bipolar
51816132221,L6,neuron,bipolar
51859672130,L6,neuron,bipolar
51916762089,L6,neuron,bipolar
66543081169,L6,neuron,bipolar
66659289981,L6,neuron,bipolar
69633936695,L6,neuron,bipolar
74142213737,L6,neuron,bipolar
74723961142,L6,neuron,bipolar
74782467384,L6,neuron,bipolar
78601447100,L6,neuron,bipolar
4939505056,WM,neuron,bipolar
5390486092,WM,neuron,bipolar
5407684828,WM,neuron,bipolar
5475930233,WM,neuron,bipolar
5607528978,WM,neuron,bipolar
5694873360,WM,neuron,bipolar
5768665534,WM,neuron,bipolar
5824733155,WM,neuron,bipolar
5829727160,WM,neuron,bipolar
5883735873,WM,neuron,bipolar
5902512845,WM,neuron,bipolar
5942768753,WM,neuron,bipolar
6015642184,WM,neuron,bipolar
6073213825,WM,neuron,bipolar
6088121881,WM,neuron,bipolar
6101058307,WM,neuron,bipolar
6191072510,WM,neuron,bipolar
6218653521,WM,neuron,bipolar
6263276083,WM,neuron,bipolar
6349420196,WM,neuron,bipolar
6351303836,WM,neuron,bipolar
6408787780,WM,neuron,bipolar
6425799553,WM,neuron,bipolar
6438763616,WM,neuron,bipolar
6467805051,WM,neuron,bipolar
6525742392,WM,neuron,bipolar
6612385739,WM,neuron,bipolar
6642827177,WM,neuron,bipolar
6672861861,WM,neuron,bipolar
6728462865,WM,neuron,bipolar
6759183558,WM,neuron,bipolar
6787012051,WM,neuron,bipolar
6804636718,WM,neuron,bipolar
6846160724,WM,neuron,bipolar
6873873396,WM,neuron,bipolar
6874691081,WM,neuron,bipolar
6889262856,WM,neuron,bipolar
6933155262,WM,neuron,bipolar
6977044091,WM,neuron,bipolar
7095167696,WM,neuron,bipolar
7181501853,WM,neuron,bipolar
7196644737,WM,neuron,bipolar
7283110982,WM,neuron,bipolar
7412752516,WM,neuron,bipolar
7429105636,WM,neuron,bipolar
7442640755,WM,neuron,bipolar
7486911887,WM,neuron,bipolar
7546351743,WM,neuron,bipolar
7574137353,WM,neuron,bipolar
7589658232,WM,neuron,bipolar
7632645460,WM,neuron,bipolar
7716439566,WM,neuron,bipolar
7847570285,WM,neuron,bipolar
7878612352,WM,neuron,bipolar
7994631688,WM,neuron,bipolar
24183929410,WM,neuron,bipolar
32232235791,WM,neuron,bipolar
32377574514,WM,neuron,bipolar
32480919756,WM,neuron,bipolar
33017637670,WM,neuron,bipolar
33177708791,WM,neuron,bipolar
33573978352,WM,neuron,bipolar
33617694571,WM,neuron,bipolar
33628835525,WM,neuron,bipolar
33707723541,WM,neuron,bipolar
33733597584,WM,neuron,bipolar
33747615006,WM,neuron,bipolar
33849573319,WM,neuron,bipolar
33864991883,WM,neuron,bipolar
33908809525,WM,neuron,bipolar
33951590438,WM,neuron,bipolar
34024916677,WM,neuron,bipolar
34083028439,WM,neuron,bipolar
34128408583,WM,neuron,bipolar
34155055348,WM,neuron,bipolar
34170313704,WM,neuron,bipolar
34170897343,WM,neuron,bipolar
34214392248,WM,neuron,bipolar
34475620515,WM,neuron,bipolar
41402304669,WM,neuron,bipolar
41740069974,WM,neuron,bipolar
41766045822,WM,neuron,bipolar
41868047014,WM,neuron,bipolar
42685892214,WM,neuron,bipolar
42859747120,WM,neuron,bipolar
42949353565,WM,neuron,bipolar
43079580360,WM,neuron,bipolar
43090560469,WM,neuron,bipolar
43138904385,WM,neuron,bipolar
43240307073,WM,neuron,bipolar
43269305550,WM,neuron,bipolar
43280345455,WM,neuron,bipolar
52235954842,WM,neuron,bipolar
69937843003,WM,neuron,bipolar
69965729370,WM,neuron,bipolar
70024557968,WM,neuron,bipolar
70066681770,WM,neuron,bipolar
78453451289,WM,neuron,bipolar
78628780859,WM,neuron,bipolar
4559469707,unclassified,neuron,bipolar
32203501227,unclassified,neuron,bipolar
38014318705,unclassified,neuron,bipolar
56703496131,unclassified,neuron,bipolar
78398493700,unclassified,neuron,bipolar
100892442903,unclassified,neuron,bipolar
101028978632,unclassified,neuron,bipolar
