cellid,layer,cell_type,cell_subtype
664433854,L2,neuron,interneuron
677953807,L2,neuron,interneuron
678539249,L2,neuron,interneuron
707068981,L2,neuron,interneuron
721815933,L2,neuron,interneuron
721991889,L2,neuron,interneuron
722678274,L2,neuron,interneuron
766335391,L2,neuron,interneuron
779943347,L2,neuron,interneuron
794630620,L2,neuron,interneuron
795537565,L2,neuron,interneuron
808735213,L2,neuron,interneuron
823395680,L2,neuron,interneuron
824314608,L2,neuron,interneuron
824534813,L2,neuron,interneuron
837776717,L2,neuron,interneuron
838580223,L2,neuron,interneuron
852626175,L2,neuron,interneuron
853035674,L2,neuron,interneuron
853064731,L2,neuron,interneuron
881579707,L2,neuron,interneuron
882090316,L2,neuron,interneuron
896750782,L2,neuron,interneuron
896926289,L2,neuron,interneuron
910562342,L2,neuron,interneuron
911599461,L2,neuron,interneuron
925441648,L2,neuron,interneuron
925485691,L2,neuron,interneuron
925778090,L2,neuron,interneuron
926186532,L2,neuron,interneuron
939166284,L2,neuron,interneuron
940992114,L2,neuron,interneuron
954424880,L2,neuron,interneuron
968046567,L2,neuron,interneuron
984663724,L2,neuron,interneuron
985422992,L2,neuron,interneuron
1012770614,L2,neuron,interneuron
1027794717,L2,neuron,interneuron
1069962332,L2,neuron,interneuron
1072181549,L2,neuron,interneuron
1072196732,L2,neuron,interneuron
1086257448,L2,neuron,interneuron
1100054524,L2,neuron,interneuron
1101427972,L2,neuron,interneuron
1115430292,L2,neuron,interneuron
1127957016,L2,neuron,interneuron
1129125951,L2,neuron,interneuron
1130278365,L2,neuron,interneuron
1143273531,L2,neuron,interneuron
1173703366,L2,neuron,interneuron
1173818617,L2,neuron,interneuron
1187734446,L2,neuron,interneuron
1204043735,L2,neuron,interneuron
1217140685,L2,neuron,interneuron
1218382133,L2,neuron,interneuron
1231142609,L2,neuron,interneuron
1232019191,L2,neuron,interneuron
1247175275,L2,neuron,interneuron
1261586055,L2,neuron,interneuron
1261834081,L2,neuron,interneuron
1274143080,L2,neuron,interneuron
1274201517,L2,neuron,interneuron
1275953447,L2,neuron,interneuron
1275968412,L2,neuron,interneuron
1288378363,L2,neuron,interneuron
1304367361,L2,neuron,interneuron
1304936945,L2,neuron,interneuron
1305476895,L2,neuron,interneuron
1332590785,L2,neuron,interneuron
1333290325,L2,neuron,interneuron
1347848984,L2,neuron,interneuron
1362960740,L2,neuron,interneuron
1406224076,L2,neuron,interneuron
1406850194,L2,neuron,interneuron
1406850341,L2,neuron,interneuron
1420371136,L2,neuron,interneuron
1434870491,L2,neuron,interneuron
1435030837,L2,neuron,interneuron
1435950666,L2,neuron,interneuron
1436212772,L2,neuron,interneuron
1449515617,L2,neuron,interneuron
1449763370,L2,neuron,interneuron
1451297107,L2,neuron,interneuron
1480060455,L2,neuron,interneuron
1494500371,L2,neuron,interneuron
1536375682,L2,neuron,interneuron
1538274151,L2,neuron,interneuron
1539076840,L2,neuron,interneuron
1551707487,L2,neuron,interneuron
1552042937,L2,neuron,interneuron
1552525292,L2,neuron,interneuron
1552802655,L2,neuron,interneuron
1579742042,L2,neuron,interneuron
1581478637,L2,neuron,interneuron
1594516916,L2,neuron,interneuron
1594648509,L2,neuron,interneuron
1596984390,L2,neuron,interneuron
1610696043,L2,neuron,interneuron
1611717581,L2,neuron,interneuron
1625033403,L2,neuron,interneuron
1638188509,L2,neuron,interneuron
1639240012,L2,neuron,interneuron
1639445204,L2,neuron,interneuron
1653622666,L2,neuron,interneuron
1655214439,L2,neuron,interneuron
1669215728,L2,neuron,interneuron
1698506285,L2,neuron,interneuron
1698680449,L2,neuron,interneuron
1711968609,L2,neuron,interneuron
1712172882,L2,neuron,interneuron
1712683537,L2,neuron,interneuron
1713720945,L2,neuron,interneuron
1727591544,L2,neuron,interneuron
1727605450,L2,neuron,interneuron
1727722354,L2,neuron,interneuron
1727722552,L2,neuron,interneuron
1741885036,L2,neuron,interneuron
1754937999,L2,neuron,interneuron
1756894962,L2,neuron,interneuron
1770123421,L2,neuron,interneuron
1786272372,L2,neuron,interneuron
1786273252,L2,neuron,interneuron
1800041042,L2,neuron,interneuron
1801310916,L2,neuron,interneuron
1814160473,L2,neuron,interneuron
1814380129,L2,neuron,interneuron
1815050669,L2,neuron,interneuron
1828280059,L2,neuron,interneuron
1828951844,L2,neuron,interneuron
1843668691,L2,neuron,interneuron
1844077252,L2,neuron,interneuron
1858270016,L2,neuron,interneuron
1858285103,L2,neuron,interneuron
1887575004,L2,neuron,interneuron
1915887451,L2,neuron,interneuron
1916265529,L2,neuron,interneuron
1916980322,L2,neuron,interneuron
1917024671,L2,neuron,interneuron
1917375767,L2,neuron,interneuron
1930077516,L2,neuron,interneuron
1931903793,L2,neuron,interneuron
1945584782,L2,neuron,interneuron
1945743906,L2,neuron,interneuron
1945788142,L2,neuron,interneuron
1946416434,L2,neuron,interneuron
1960185105,L2,neuron,interneuron
1961265662,L2,neuron,interneuron
1973968710,L2,neuron,interneuron
1988394599,L2,neuron,interneuron
1988993337,L2,neuron,interneuron
1989912184,L2,neuron,interneuron
1990219908,L2,neuron,interneuron
2003855860,L2,neuron,interneuron
2004923250,L2,neuron,interneuron
2032649032,L2,neuron,interneuron
2033102367,L2,neuron,interneuron
2033263097,L2,neuron,interneuron
2047309797,L2,neuron,interneuron
2061778577,L2,neuron,interneuron
2076204311,L2,neuron,interneuron
2076773952,L2,neuron,interneuron
2090806103,L2,neuron,interneuron
2105347670,L2,neuron,interneuron
2105449736,L2,neuron,interneuron
2121102140,L2,neuron,interneuron
2134549398,L2,neuron,interneuron
2134973264,L2,neuron,interneuron
2149034830,L2,neuron,interneuron
2164658206,L2,neuron,interneuron
2178704414,L2,neuron,interneuron
2193640983,L2,neuron,interneuron
2193655685,L2,neuron,interneuron
2193873638,L2,neuron,interneuron
2207570695,L2,neuron,interneuron
2207657768,L2,neuron,interneuron
2222593506,L2,neuron,interneuron
2222740678,L2,neuron,interneuron
2222901866,L2,neuron,interneuron
2237896715,L2,neuron,interneuron
2267215841,L2,neuron,interneuron
2279918241,L2,neuron,interneuron
2280398814,L2,neuron,interneuron
2280750059,L2,neuron,interneuron
2294780853,L2,neuron,interneuron
2310739732,L2,neuron,interneuron
2324114611,L2,neuron,interneuron
2324903677,L2,neuron,interneuron
2325006137,L2,neuron,interneuron
2339328448,L2,neuron,interneuron
2339402663,L2,neuron,interneuron
2340016121,L2,neuron,interneuron
2353025134,L2,neuron,interneuron
2354426786,L2,neuron,interneuron
2368530843,L2,neuron,interneuron
2369144469,L2,neuron,interneuron
2412101071,L2,neuron,interneuron
2440908874,L2,neuron,interneuron
2456530660,L2,neuron,interneuron
2471249349,L2,neuron,interneuron
2484302084,L2,neuron,interneuron
2499107339,L2,neuron,interneuron
2499384877,L2,neuron,interneuron
2499633228,L2,neuron,interneuron
2514381224,L2,neuron,interneuron
2542590180,L2,neuron,interneuron
2543393232,L2,neuron,interneuron
2557789796,L2,neuron,interneuron
2557950753,L2,neuron,interneuron
2558036889,L2,neuron,interneuron
2573062993,L2,neuron,interneuron
2587780387,L2,neuron,interneuron
2616018803,L2,neuron,interneuron
2630941186,L2,neuron,interneuron
2631115011,L2,neuron,interneuron
2644664728,L2,neuron,interneuron
2645161180,L2,neuron,interneuron
2645264476,L2,neuron,interneuron
2645497142,L2,neuron,interneuron
2659353359,L2,neuron,interneuron
2660887866,L2,neuron,interneuron
2673254402,L2,neuron,interneuron
2674041949,L2,neuron,interneuron
2675284520,L2,neuron,interneuron
2703113569,L2,neuron,interneuron
2718663948,L2,neuron,interneuron
2732110597,L2,neuron,interneuron
2747048247,L2,neuron,interneuron
2747134362,L2,neuron,interneuron
2747413522,L2,neuron,interneuron
2776001292,L2,neuron,interneuron
2790923993,L2,neuron,interneuron
2791142865,L2,neuron,interneuron
2805072586,L2,neuron,interneuron
2820534908,L2,neuron,interneuron
2834975382,L2,neuron,interneuron
2849153070,L2,neuron,interneuron
2849575743,L2,neuron,interneuron
2891904472,L2,neuron,interneuron
2892721051,L2,neuron,interneuron
2893276289,L2,neuron,interneuron
2907351442,L2,neuron,interneuron
2907424570,L2,neuron,interneuron
2908257188,L2,neuron,interneuron
2935896346,L2,neuron,interneuron
2950964442,L2,neuron,interneuron
2951316109,L2,neuron,interneuron
2979728606,L2,neuron,interneuron
2979846433,L2,neuron,interneuron
2995016735,L2,neuron,interneuron
3010273983,L2,neuron,interneuron
3023547086,L2,neuron,interneuron
3023633866,L2,neuron,interneuron
3038264050,L2,neuron,interneuron
3052908678,L2,neuron,interneuron
3052996460,L2,neuron,interneuron
3067787411,L2,neuron,interneuron
3068123344,L2,neuron,interneuron
3111036204,L2,neuron,interneuron
3111342060,L2,neuron,interneuron
3111722074,L2,neuron,interneuron
3124804173,L2,neuron,interneuron
3125257652,L2,neuron,interneuron
3125564306,L2,neuron,interneuron
3126411185,L2,neuron,interneuron
3126893285,L2,neuron,interneuron
3155992440,L2,neuron,interneuron
3182274550,L2,neuron,interneuron
3198700826,L2,neuron,interneuron
3199387346,L2,neuron,interneuron
3213593084,L2,neuron,interneuron
3213885824,L2,neuron,interneuron
3214192411,L2,neuron,interneuron
3300790900,L2,neuron,interneuron
3300805575,L2,neuron,interneuron
3314748736,L2,neuron,interneuron
3329568506,L2,neuron,interneuron
3329963370,L2,neuron,interneuron
3330985518,L2,neuron,interneuron
