cellid,layer,cell_type,cell_subtype
3492004958,L1,glial,astrocyte
3507044894,L1,glial,astrocyte
3507644647,L1,glial,astrocyte
3521470248,L1,glial,astrocyte
3521528243,L1,glial,astrocyte
3521689191,L1,glial,astrocyte
3522127694,L1,glial,astrocyte
3536348264,L1,glial,astrocyte
3536509212,L1,glial,astrocyte
3550716414,L1,glial,astrocyte
3551051430,L1,glial,astrocyte
3594752401,L1,glial,astrocyte
3609455952,L1,glial,astrocyte
3622918632,L1,glial,astrocyte
3623384423,L1,glial,astrocyte
3651973191,L1,glial,astrocyte
3666136445,L1,glial,astrocyte
3681555395,L1,glial,astrocyte
3681862365,L1,glial,astrocyte
3695411580,L1,glial,astrocyte
3695995920,L1,glial,astrocyte
3696053404,L1,glial,astrocyte
3696156321,L1,glial,astrocyte
3710055981,L1,glial,astrocyte
3710247238,L1,glial,astrocyte
3724423584,L1,glial,astrocyte
3724745253,L1,glial,astrocyte
3725972898,L1,glial,astrocyte
3768723536,L1,glial,astrocyte
3769454002,L1,glial,astrocyte
3769526559,L1,glial,astrocyte
3782857383,L1,glial,astrocyte
3797340749,L1,glial,astrocyte
3797604859,L1,glial,astrocyte
3798217693,L1,glial,astrocyte
3798742205,L1,glial,astrocyte
3798757697,L1,glial,astrocyte
3812818834,L1,glial,astrocyte
3826368817,L1,glial,astrocyte
3841085157,L1,glial,astrocyte
3841435785,L1,glial,astrocyte
3841933391,L1,glial,astrocyte
3842123266,L1,glial,astrocyte
3885574782,L1,glial,astrocyte
3885838729,L1,glial,astrocyte
3886012463,L1,glial,astrocyte
3899812150,L1,glial,astrocyte
3900453338,L1,glial,astrocyte
3914529837,L1,glial,astrocyte
3928297933,L1,glial,astrocyte
3929421806,L1,glial,astrocyte
3929510477,L1,glial,astrocyte
3942723939,L1,glial,astrocyte
3958097756,L1,glial,astrocyte
3973092990,L1,glial,astrocyte
4001098771,L1,glial,astrocyte
4001580598,L1,glial,astrocyte
4002046672,L1,glial,astrocyte
4015596820,L1,glial,astrocyte
4016005554,L1,glial,astrocyte
4016063721,L1,glial,astrocyte
4016180677,L1,glial,astrocyte
4031001282,L1,glial,astrocyte
4031045356,L1,glial,astrocyte
4045397203,L1,glial,astrocyte
4046142659,L1,glial,astrocyte
4046231080,L1,glial,astrocyte
4089784586,L1,glial,astrocyte
4103334099,L1,glial,astrocyte
4118461167,L1,glial,astrocyte
4118592444,L1,glial,astrocyte
4133499987,L1,glial,astrocyte
4176120266,L1,glial,astrocyte
4176236460,L1,glial,astrocyte
4176485131,L1,glial,astrocyte
4191641290,L1,glial,astrocyte
4191890617,L1,glial,astrocyte
4205936277,L1,glial,astrocyte
4206507100,L1,glial,astrocyte
4220360687,L1,glial,astrocyte
4220536713,L1,glial,astrocyte
4220667979,L1,glial,astrocyte
4233868193,L1,glial,astrocyte
4234437075,L1,glial,astrocyte
4249461752,L1,glial,astrocyte
4263449329,L1,glial,astrocyte
4264295540,L1,glial,astrocyte
4264369024,L1,glial,astrocyte
4277903845,L1,glial,astrocyte
4277919075,L1,glial,astrocyte
4278662751,L1,glial,astrocyte
4293570767,L1,glial,astrocyte
4307587199,L1,glial,astrocyte
4322436873,L1,glial,astrocyte
4322437437,L1,glial,astrocyte
4366181213,L1,glial,astrocyte
4381147713,L1,glial,astrocyte
4394493413,L1,glial,astrocyte
4394974252,L1,glial,astrocyte
4395311413,L1,glial,astrocyte
4395398565,L1,glial,astrocyte
4409399808,L1,glial,astrocyte
4424015600,L1,glial,astrocyte
4438617348,L1,glial,astrocyte
4453275893,L1,glial,astrocyte
4467629830,L1,glial,astrocyte
4467847832,L1,glial,astrocyte
4468066981,L1,glial,astrocyte
4511431756,L1,glial,astrocyte
4540955063,L1,glial,astrocyte
4540984701,L1,glial,astrocyte
4541379646,L1,glial,astrocyte
4599067338,L1,glial,astrocyte
4628284478,L1,glial,astrocyte
4628356489,L1,glial,astrocyte
4628386320,L1,glial,astrocyte
4642038056,L1,glial,astrocyte
4642082447,L1,glial,astrocyte
4642942792,L1,glial,astrocyte
4643046327,L1,glial,astrocyte
4657062641,L1,glial,astrocyte
4657222827,L1,glial,astrocyte
4671838251,L1,glial,astrocyte
4685608225,L1,glial,astrocyte
4715087277,L1,glial,astrocyte
4715115592,L1,glial,astrocyte
4729497791,L1,glial,astrocyte
4729687392,L1,glial,astrocyte
4729893038,L1,glial,astrocyte
4730242805,L1,glial,astrocyte
4787916431,L1,glial,astrocyte
4788354544,L1,glial,astrocyte
4832026636,L1,glial,astrocyte
4832289100,L1,glial,astrocyte
4846102598,L1,glial,astrocyte
4846831273,L1,glial,astrocyte
4860965926,L1,glial,astrocyte
4875814597,L1,glial,astrocyte
4890372172,L1,glial,astrocyte
4890458946,L1,glial,astrocyte
4903789899,L1,glial,astrocyte
4904915098,L1,glial,astrocyte
4905046485,L1,glial,astrocyte
4919546044,L1,glial,astrocyte
4962881153,L1,glial,astrocyte
4963188349,L1,glial,astrocyte
5006202073,L1,glial,astrocyte
5036002598,L1,glial,astrocyte
5064780923,L1,glial,astrocyte
5065030048,L1,glial,astrocyte
5079294919,L1,glial,astrocyte
5108905542,L1,glial,astrocyte
5137639953,L1,glial,astrocyte
5152021875,L1,glial,astrocyte
5210425602,L1,glial,astrocyte
5240154571,L1,glial,astrocyte
5269019081,L1,glial,astrocyte
5297170322,L1,glial,astrocyte
5297974115,L1,glial,astrocyte
5311728060,L1,glial,astrocyte
5312385124,L1,glial,astrocyte
5312546225,L1,glial,astrocyte
5312721564,L1,glial,astrocyte
5326284990,L1,glial,astrocyte
5327043773,L1,glial,astrocyte
5370642039,L1,glial,astrocyte
5385725281,L1,glial,astrocyte
5399320495,L1,glial,astrocyte
5413891672,L1,glial,astrocyte
5414198421,L1,glial,astrocyte
5428170573,L1,glial,astrocyte
5429060958,L1,glial,astrocyte
5443210084,L1,glial,astrocyte
5443663547,L1,glial,astrocyte
5458380791,L1,glial,astrocyte
5458423988,L1,glial,astrocyte
5486793752,L1,glial,astrocyte
5501554943,L1,glial,astrocyte
5502080259,L1,glial,astrocyte
5515908938,L1,glial,astrocyte
5530435805,L1,glial,astrocyte
5530962252,L1,glial,astrocyte
5545037092,L1,glial,astrocyte
5545563384,L1,glial,astrocyte
5559579527,L1,glial,astrocyte
5574736990,L1,glial,astrocyte
5618319787,L1,glial,astrocyte
5632467733,L1,glial,astrocyte
5632628801,L1,glial,astrocyte
5647375769,L1,glial,astrocyte
5661801423,L1,glial,astrocyte
5676140609,L1,glial,astrocyte
5676562738,L1,glial,astrocyte
5676591877,L1,glial,astrocyte
5676812149,L1,glial,astrocyte
5691148847,L1,glial,astrocyte
5705735010,L1,glial,astrocyte
5720015140,L1,glial,astrocyte
5720350609,L1,glial,astrocyte
5734908214,L1,glial,astrocyte
5763306913,L1,glial,astrocyte
5793063586,L1,glial,astrocyte
5865148722,L1,glial,astrocyte
5865397383,L1,glial,astrocyte
5952682103,L1,glial,astrocyte
5967927042,L1,glial,astrocyte
5996135601,L1,glial,astrocyte
5996470350,L1,glial,astrocyte
6011377739,L1,glial,astrocyte
6011641729,L1,glial,astrocyte
6025498505,L1,glial,astrocyte
6025803560,L1,glial,astrocyte
6040259776,L1,glial,astrocyte
6040419126,L1,glial,astrocyte
6054919165,L1,glial,astrocyte
6069781922,L1,glial,astrocyte
6083960285,L1,glial,astrocyte
6099000814,L1,glial,astrocyte
6127426804,L1,glial,astrocyte
6141955201,L1,glial,astrocyte
6156367244,L1,glial,astrocyte
6157053715,L1,glial,astrocyte
6186240791,L1,glial,astrocyte
6215310725,L1,glial,astrocyte
6229736410,L1,glial,astrocyte
6272984015,L1,glial,astrocyte
6273131560,L1,glial,astrocyte
6404467093,L1,glial,astrocyte
6404686616,L1,glial,astrocyte
6404787123,L1,glial,astrocyte
6521069490,L1,glial,astrocyte
6564463933,L1,glial,astrocyte
9094773651,L1,glial,astrocyte
9109315731,L1,glial,astrocyte
9254320094,L1,glial,astrocyte
9515297724,L1,glial,astrocyte
9808499614,L1,glial,astrocyte
9982135529,L1,glial,astrocyte
10347686214,L1,glial,astrocyte
10405345409,L1,glial,astrocyte
10668338935,L1,glial,astrocyte
10901370897,L1,glial,astrocyte
11323076985,L1,glial,astrocyte
11702045780,L1,glial,astrocyte
11832578583,L1,glial,astrocyte
12357585949,L1,glial,astrocyte
13289013891,L1,glial,astrocyte
14949659732,L1,glial,astrocyte
15007683860,L1,glial,astrocyte
15080702989,L1,glial,astrocyte
17945023798,L1,glial,astrocyte
17945227892,L1,glial,astrocyte
18309684448,L1,glial,astrocyte
18367839731,L1,glial,astrocyte
18382586514,L1,glial,astrocyte
18499160730,L1,glial,astrocyte
18615633427,L1,glial,astrocyte
18688710978,L1,glial,astrocyte
19023454741,L1,glial,astrocyte
19694223168,L1,glial,astrocyte
19752482150,L1,glial,astrocyte
20568501980,L1,glial,astrocyte
21354430945,L1,glial,astrocyte
23974917134,L1,glial,astrocyte
24033042039,L1,glial,astrocyte
24062098642,L1,glial,astrocyte
24163852896,L1,glial,astrocyte
24207422010,L1,glial,astrocyte
24222052309,L1,glial,astrocyte
24294867693,L1,glial,astrocyte
24324010334,L1,glial,astrocyte
26840390493,L1,glial,astrocyte
26881728407,L1,glial,astrocyte
27028352030,L1,glial,astrocyte
27057290949,L1,glial,astrocyte
27071088892,L1,glial,astrocyte
27101619566,L1,glial,astrocyte
27115520288,L1,glial,astrocyte
27115870484,L1,glial,astrocyte
27174157483,L1,glial,astrocyte
27174390767,L1,glial,astrocyte
27188582871,L1,glial,astrocyte
27203811699,L1,glial,astrocyte
27231349957,L1,glial,astrocyte
27246870392,L1,glial,astrocyte
27247074783,L1,glial,astrocyte
27261631962,L1,glial,astrocyte
27277080239,L1,glial,astrocyte
27291579647,L1,glial,astrocyte
27305230667,L1,glial,astrocyte
27319437490,L1,glial,astrocyte
27320254865,L1,glial,astrocyte
27321172240,L1,glial,astrocyte
27334024107,L1,glial,astrocyte
27334490616,L1,glial,astrocyte
27334651663,L1,glial,astrocyte
27363458883,L1,glial,astrocyte
27364510986,L1,glial,astrocyte
27364554152,L1,glial,astrocyte
27377622631,L1,glial,astrocyte
27378016164,L1,glial,astrocyte
27378732231,L1,glial,astrocyte
27378892921,L1,glial,astrocyte
27392851412,L1,glial,astrocyte
27406182023,L1,glial,astrocyte
27406896586,L1,glial,astrocyte
27407057793,L1,glial,astrocyte
27408124098,L1,glial,astrocyte
27465256718,L1,glial,astrocyte
27509249987,L1,glial,astrocyte
27509382108,L1,glial,astrocyte
27523296692,L1,glial,astrocyte
27538787709,L1,glial,astrocyte
27552454998,L1,glial,astrocyte
27554350168,L1,glial,astrocyte
27568951934,L1,glial,astrocyte
27581569407,L1,glial,astrocyte
27581730338,L1,glial,astrocyte
27581744621,L1,glial,astrocyte
27581992759,L1,glial,astrocyte
27596038445,L1,glial,astrocyte
27611632706,L1,glial,astrocyte
27626146246,L1,glial,astrocyte
27639739757,L1,glial,astrocyte
27640003184,L1,glial,astrocyte
27654326562,L1,glial,astrocyte
27670343197,L1,glial,astrocyte
27713810138,L1,glial,astrocyte
27728002476,L1,glial,astrocyte
27728163292,L1,glial,astrocyte
27756343560,L1,glial,astrocyte
27771221535,L1,glial,astrocyte
27771250961,L1,glial,astrocyte
27771484708,L1,glial,astrocyte
27771645132,L1,glial,astrocyte
27771835359,L1,glial,astrocyte
27772345985,L1,glial,astrocyte
27784742185,L1,glial,astrocyte
27814513663,L1,glial,astrocyte
27829070892,L1,glial,astrocyte
27829990664,L1,glial,astrocyte
27830282752,L1,glial,astrocyte
27858243806,L1,glial,astrocyte
27873968111,L1,glial,astrocyte
27887766709,L1,glial,astrocyte
27888015680,L1,glial,astrocyte
27888497611,L1,glial,astrocyte
27902470104,L1,glial,astrocyte
27917728129,L1,glial,astrocyte
27976205140,L1,glial,astrocyte
27976452560,L1,glial,astrocyte
28003698611,L1,glial,astrocyte
28003903019,L1,glial,astrocyte
28005480180,L1,glial,astrocyte
28033382113,L1,glial,astrocyte
28048479993,L1,glial,astrocyte
28049151610,L1,glial,astrocyte
28077317465,L1,glial,astrocyte
28120711464,L1,glial,astrocyte
28122054691,L1,glial,astrocyte
28122460583,L1,glial,astrocyte
28150029953,L1,glial,astrocyte
28164470134,L1,glial,astrocyte
28165433877,L1,glial,astrocyte
28180414384,L1,glial,astrocyte
28181010619,L1,glial,astrocyte
28207966061,L1,glial,astrocyte
28210256520,L1,glial,astrocyte
28224319913,L1,glial,astrocyte
28237591715,L1,glial,astrocyte
28238556008,L1,glial,astrocyte
28238715734,L1,glial,astrocyte
28251419725,L1,glial,astrocyte
28252645955,L1,glial,astrocyte
28267728255,L1,glial,astrocyte
28295602205,L1,glial,astrocyte
28296857256,L1,glial,astrocyte
28311341849,L1,glial,astrocyte
28339142539,L1,glial,astrocyte
28339171806,L1,glial,astrocyte
28339857620,L1,glial,astrocyte
28368110360,L1,glial,astrocyte
28368184384,L1,glial,astrocyte
28368505060,L1,glial,astrocyte
28383310351,L1,glial,astrocyte
28383601745,L1,glial,astrocyte
28397618927,L1,glial,astrocyte
28397750412,L1,glial,astrocyte
28399734207,L1,glial,astrocyte
28412599742,L1,glial,astrocyte
28413503974,L1,glial,astrocyte
28426660888,L1,glial,astrocyte
28455688239,L1,glial,astrocyte
28457118499,L1,glial,astrocyte
28471382791,L1,glial,astrocyte
28471427306,L1,glial,astrocyte
28499520148,L1,glial,astrocyte
28499856217,L1,glial,astrocyte
28500468537,L1,glial,astrocyte
28515054715,L1,glial,astrocyte
28528444410,L1,glial,astrocyte
28528473833,L1,glial,astrocyte
28528911270,L1,glial,astrocyte
28529028025,L1,glial,astrocyte
28529742498,L1,glial,astrocyte
28530151147,L1,glial,astrocyte
28543410516,L1,glial,astrocyte
28586965371,L1,glial,astrocyte
28601389309,L1,glial,astrocyte
28601522063,L1,glial,astrocyte
28602456300,L1,glial,astrocyte
28615831655,L1,glial,astrocyte
28616926502,L1,glial,astrocyte
